P_TOTAL,POB0_4,POB18_,PNACOENT,GRADOESCO,PCASADA12_,P_1SM,P1_2SM,P2_5SM,P6_10SM,P10_SM,T_VIVHAB,VIVPARHAB,PRO_OCVP,PRO_OVP,VP_TV,TOTHOG
45.0,2.0,25.0,0.0,5.0,18.0,6.0,2.0,0.0,0.0,0.0,9.0,9.0,2.65,5.0,1.0,9.0
30.0,11.0,11.0,0.0,2.0,11.0,1.0,4.0,0.0,0.0,0.0,6.0,6.0,3.75,5.0,2.0,6.0
33.0,7.0,13.0,0.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.71,8.25,0.0,6.0
18.0,3.0,9.0,0.0,4.0,6.0,6.0,0.0,0.0,0.0,0.0,3.0,3.0,6.0,6.0,0.0,3.0
85.0,17.0,39.0,0.0,3.0,30.0,19.0,3.0,0.0,0.0,0.0,16.0,16.0,4.72,5.31,2.0,17.0
11.0,2.0,4.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,3.0,3.0,3.67,3.67,0.0,3.0
26.0,3.0,17.0,0.0,5.0,14.0,3.0,6.0,1.0,0.0,0.0,7.0,7.0,2.17,3.71,4.0,7.0
122.0,20.0,62.0,0.0,5.0,49.0,10.0,12.0,7.0,1.0,1.0,28.0,27.0,2.93,4.33,20.0,28.0
23.0,5.0,7.0,0.0,3.0,6.0,5.0,0.0,0.0,0.0,0.0,4.0,4.0,5.75,5.75,2.0,4.0
91.0,12.0,37.0,0.0,2.0,31.0,0.0,2.0,0.0,0.0,0.0,16.0,16.0,4.79,5.69,0.0,17.0
23.0,6.0,13.0,0.0,1.0,10.0,1.0,0.0,0.0,0.0,0.0,5.0,5.0,3.83,4.6,2.0,6.0
23.0,7.0,14.0,0.0,2.0,12.0,2.0,0.0,0.0,0.0,0.0,6.0,6.0,3.29,3.83,3.0,6.0
59.0,12.0,25.0,0.0,3.0,23.0,2.0,13.0,2.0,0.0,0.0,10.0,10.0,4.54,5.9,5.0,10.0
45.0,7.0,23.0,0.0,4.0,15.0,1.0,2.0,0.0,0.0,0.0,9.0,8.0,3.64,5.0,1.0,8.0
59.0,7.0,24.0,0.0,2.0,16.0,2.0,0.0,0.0,0.0,0.0,12.0,11.0,1.5,4.91,1.0,11.0
23.0,2.0,12.0,0.0,5.0,7.0,4.0,4.0,0.0,0.0,0.0,4.0,4.0,5.75,5.75,1.0,4.0
11.0,1.0,5.0,0.0,2.0,4.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,3.67,3.67,0.0,3.0
50.0,10.0,26.0,3.0,4.0,20.0,6.0,10.0,2.0,0.0,0.0,10.0,10.0,2.27,5.0,5.0,10.0
32.0,8.0,12.0,0.0,0.0,12.0,6.0,2.0,0.0,0.0,0.0,5.0,5.0,4.0,6.4,1.0,5.0
950.0,166.0,417.0,0.0,5.0,323.0,67.0,6.0,12.0,0.0,0.0,165.0,165.0,3.46,5.76,25.0,170.0
529.0,103.0,213.0,0.0,3.0,178.0,16.0,6.0,6.0,1.0,0.0,86.0,86.0,4.2,6.15,2.0,94.0
703.0,84.0,338.0,0.0,3.0,267.0,154.0,7.0,3.0,0.0,1.0,157.0,157.0,2.38,4.48,34.0,167.0
715.0,113.0,301.0,0.0,4.0,232.0,135.0,21.0,3.0,0.0,0.0,108.0,108.0,3.5,6.62,21.0,114.0
866.0,144.0,376.0,0.0,4.0,300.0,88.0,16.0,4.0,2.0,0.0,155.0,155.0,3.8,5.59,44.0,171.0
375.0,59.0,165.0,0.0,3.0,143.0,18.0,1.0,1.0,0.0,0.0,78.0,78.0,3.44,4.81,21.0,78.0
217.0,50.0,79.0,0.0,3.0,77.0,13.0,1.0,0.0,0.0,0.0,41.0,41.0,3.14,5.29,7.0,45.0
473.0,81.0,202.0,0.0,4.0,156.0,64.0,6.0,0.0,1.0,0.0,83.0,83.0,2.66,5.7,11.0,88.0
84.0,14.0,38.0,0.0,2.0,28.0,9.0,0.0,0.0,0.0,0.0,15.0,15.0,3.65,5.6,0.0,15.0
180.0,35.0,90.0,0.0,2.0,68.0,25.0,1.0,0.0,0.0,0.0,48.0,48.0,2.34,3.75,3.0,49.0
208.0,47.0,80.0,0.0,3.0,73.0,23.0,0.0,2.0,0.0,0.0,37.0,37.0,3.92,5.62,18.0,37.0
381.0,83.0,151.0,0.0,3.0,128.0,52.0,0.0,0.0,0.0,0.0,68.0,68.0,4.88,5.6,7.0,68.0
195.0,40.0,78.0,0.0,2.0,62.0,1.0,0.0,0.0,0.0,0.0,29.0,29.0,3.69,6.72,1.0,32.0
427.0,77.0,194.0,0.0,3.0,162.0,51.0,3.0,0.0,0.0,0.0,88.0,88.0,3.42,4.85,30.0,90.0
144.0,35.0,62.0,0.0,3.0,56.0,18.0,0.0,0.0,0.0,0.0,34.0,34.0,3.6,4.24,5.0,34.0
535.0,101.0,238.0,0.0,2.0,206.0,3.0,6.0,0.0,0.0,0.0,109.0,109.0,3.9,4.91,1.0,110.0
764.0,127.0,322.0,0.0,4.0,259.0,26.0,7.0,10.0,1.0,0.0,139.0,139.0,3.62,5.5,29.0,143.0
128.0,25.0,49.0,0.0,4.0,43.0,22.0,2.0,0.0,0.0,0.0,19.0,19.0,4.92,6.74,1.0,25.0
76.0,12.0,30.0,0.0,2.0,24.0,15.0,1.0,0.0,0.0,0.0,13.0,13.0,5.85,5.85,0.0,13.0
70.0,17.0,32.0,0.0,3.0,28.0,13.0,0.0,0.0,0.0,0.0,14.0,14.0,5.0,5.0,1.0,14.0
223.0,45.0,98.0,0.0,3.0,73.0,0.0,0.0,0.0,0.0,0.0,36.0,36.0,4.57,6.19,1.0,38.0
231.0,54.0,94.0,0.0,2.0,86.0,9.0,7.0,4.0,1.0,0.0,39.0,39.0,4.36,5.92,3.0,42.0
148.0,34.0,50.0,0.0,2.0,46.0,1.0,0.0,0.0,0.0,0.0,24.0,24.0,4.23,6.17,3.0,24.0
82.0,15.0,26.0,0.0,4.0,26.0,10.0,0.0,1.0,0.0,0.0,15.0,15.0,5.13,5.47,1.0,15.0
226.0,42.0,95.0,0.0,2.0,69.0,0.0,0.0,0.0,0.0,0.0,41.0,41.0,4.61,5.51,0.0,41.0
114.0,26.0,41.0,0.0,2.0,32.0,9.0,0.0,0.0,0.0,0.0,18.0,18.0,4.38,6.33,2.0,18.0
33.0,4.0,13.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,6.6,6.6,0.0,5.0
47.0,11.0,23.0,0.0,3.0,16.0,3.0,0.0,1.0,0.0,0.0,10.0,10.0,3.62,4.7,1.0,10.0
81.0,22.0,42.0,0.0,5.0,38.0,7.0,5.0,6.0,0.0,0.0,19.0,19.0,4.26,4.26,12.0,19.0
16.0,3.0,9.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.2,5.33,0.0,3.0
122.0,22.0,37.0,0.0,3.0,34.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0,2.68,6.38,4.0,16.0
39.0,9.0,15.0,0.0,1.0,16.0,1.0,0.0,0.0,0.0,0.0,6.0,6.0,4.88,6.5,0.0,8.0
79.0,17.0,30.0,0.0,4.0,26.0,6.0,1.0,0.0,0.0,0.0,12.0,12.0,4.94,6.58,0.0,12.0
86.0,21.0,32.0,0.0,2.0,28.0,4.0,0.0,0.0,0.0,0.0,14.0,14.0,5.06,6.14,3.0,14.0
101.0,22.0,38.0,0.0,3.0,30.0,9.0,2.0,0.0,0.0,0.0,13.0,13.0,3.61,7.77,3.0,14.0
119.0,18.0,64.0,0.0,3.0,58.0,16.0,1.0,0.0,0.0,0.0,30.0,30.0,3.22,3.97,10.0,31.0
93.0,10.0,41.0,0.0,3.0,24.0,8.0,7.0,1.0,0.0,0.0,15.0,14.0,3.26,6.29,8.0,16.0
61.0,18.0,25.0,0.0,2.0,26.0,8.0,0.0,0.0,0.0,0.0,13.0,13.0,3.81,4.69,0.0,16.0
280.0,36.0,130.0,0.0,2.0,108.0,21.0,28.0,14.0,3.0,1.0,58.0,58.0,2.43,4.83,28.0,59.0
710.0,,,,,,,,,,,142.0,,,,,
572.0,120.0,227.0,0.0,2.0,206.0,68.0,48.0,2.0,0.0,0.0,108.0,108.0,4.54,5.3,7.0,108.0
125.0,,,,,,,,,,,25.0,,,,,
1030.0,,,,,,,,,,,206.0,,,,,
153.0,31.0,63.0,0.0,2.0,48.0,24.0,4.0,0.0,0.0,0.0,23.0,23.0,3.53,6.65,10.0,23.0
137.0,26.0,57.0,0.0,3.0,52.0,30.0,9.0,1.0,0.0,0.0,29.0,29.0,3.51,4.72,16.0,29.0
1675.0,280.0,703.0,0.0,4.0,519.0,185.0,66.0,22.0,0.0,2.0,272.0,272.0,2.16,6.16,98.0,272.0
45.0,8.0,21.0,0.0,2.0,16.0,3.0,5.0,1.0,0.0,0.0,10.0,10.0,3.21,4.5,1.0,11.0
290.0,,,,,,,,,,,58.0,,,,,
1191.0,153.0,535.0,0.0,5.0,419.0,126.0,21.0,30.0,8.0,11.0,215.0,215.0,1.64,5.54,88.0,215.0
31.0,7.0,13.0,0.0,5.0,10.0,2.0,2.0,1.0,0.0,0.0,5.0,5.0,1.55,6.2,3.0,5.0
330.0,37.0,152.0,0.0,5.0,116.0,35.0,19.0,7.0,0.0,0.0,56.0,56.0,2.89,5.89,40.0,56.0
38.0,5.0,20.0,0.0,0.0,20.0,5.0,5.0,0.0,0.0,0.0,10.0,10.0,3.45,3.8,0.0,10.0
1367.0,193.0,623.0,0.0,2.0,479.0,59.0,7.0,3.0,2.0,0.0,235.0,233.0,2.72,5.82,71.0,260.0
92.0,13.0,44.0,0.0,3.0,36.0,7.0,14.0,3.0,0.0,0.0,18.0,18.0,2.46,5.11,12.0,18.0
11.0,1.0,8.0,0.0,2.0,8.0,1.0,3.0,0.0,0.0,0.0,4.0,4.0,2.75,2.75,0.0,4.0
48.0,6.0,20.0,0.0,2.0,16.0,8.0,1.0,0.0,0.0,0.0,9.0,9.0,4.8,5.33,1.0,9.0
46.0,8.0,26.0,0.0,2.0,21.0,9.0,5.0,0.0,0.0,1.0,11.0,11.0,2.73,4.18,5.0,11.0
450.0,,,,,,,,,,,90.0,,,,,
283.0,47.0,117.0,0.0,4.0,97.0,38.0,5.0,6.0,3.0,3.0,50.0,50.0,3.45,5.66,10.0,50.0
30.0,5.0,14.0,0.0,1.0,10.0,2.0,4.0,1.0,0.0,0.0,6.0,6.0,3.0,5.0,1.0,6.0
15.0,6.0,8.0,0.0,5.0,8.0,1.0,1.0,1.0,0.0,1.0,4.0,4.0,1.07,3.75,2.0,4.0
40.0,8.0,13.0,0.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,4.44,8.0,1.0,5.0
29.0,6.0,18.0,0.0,1.0,19.0,8.0,2.0,0.0,0.0,0.0,9.0,9.0,2.42,3.22,4.0,9.0
29.0,4.0,17.0,0.0,4.0,11.0,5.0,0.0,0.0,0.0,0.0,7.0,7.0,3.63,4.14,0.0,7.0
27.0,3.0,11.0,0.0,4.0,6.0,7.0,1.0,0.0,0.0,0.0,5.0,5.0,4.6,5.4,0.0,5.0
13.0,2.0,5.0,0.0,1.0,6.0,4.0,1.0,0.0,0.0,0.0,3.0,3.0,2.6,4.33,0.0,3.0
13288.0,1489.0,7640.0,583.0,7.0,4882.0,1114.0,1237.0,911.0,305.0,59.0,2920.0,2906.0,1.91,4.55,2387.0,2968.0
260.0,44.0,122.0,0.0,2.0,79.0,2.0,0.0,0.0,0.0,0.0,44.0,44.0,3.71,5.91,7.0,44.0
2221.0,256.0,1151.0,92.0,5.0,769.0,308.0,109.0,50.0,15.0,2.0,452.0,450.0,2.31,4.91,281.0,453.0
1594.0,163.0,919.0,56.0,5.0,616.0,229.0,77.0,60.0,9.0,5.0,348.0,346.0,2.64,4.58,223.0,348.0
51.0,5.0,28.0,12.0,6.0,24.0,3.0,3.0,5.0,1.0,0.0,10.0,10.0,2.55,5.1,10.0,10.0
646.0,85.0,353.0,16.0,4.0,252.0,106.0,8.0,5.0,0.0,0.0,129.0,129.0,3.65,5.01,64.0,129.0
176.0,24.0,91.0,2.0,4.0,76.0,26.0,2.0,0.0,0.0,0.0,34.0,34.0,2.93,5.18,15.0,34.0
287.0,42.0,123.0,0.0,3.0,94.0,8.0,14.0,0.0,0.0,0.0,44.0,44.0,5.22,6.52,25.0,44.0
534.0,85.0,226.0,1.0,4.0,162.0,107.0,15.0,1.0,0.0,0.0,80.0,78.0,4.19,6.72,44.0,78.0
1150.0,153.0,588.0,1.0,5.0,419.0,181.0,24.0,13.0,0.0,1.0,191.0,191.0,3.91,6.02,138.0,193.0
159.0,25.0,72.0,0.0,3.0,52.0,0.0,0.0,0.0,0.0,0.0,26.0,26.0,4.68,6.12,4.0,26.0
529.0,58.0,277.0,4.0,6.0,182.0,50.0,23.0,22.0,1.0,0.0,98.0,97.0,2.83,5.4,62.0,108.0
2031.0,246.0,1117.0,52.0,6.0,766.0,206.0,108.0,72.0,19.0,1.0,417.0,417.0,2.16,4.87,305.0,427.0
736.0,106.0,385.0,11.0,6.0,256.0,103.0,30.0,18.0,2.0,1.0,144.0,144.0,2.09,5.11,107.0,146.0
40.0,6.0,23.0,0.0,3.0,19.0,6.0,1.0,0.0,0.0,0.0,9.0,9.0,2.67,4.44,3.0,9.0
1364.0,172.0,700.0,2.0,5.0,501.0,153.0,65.0,32.0,3.0,0.0,239.0,239.0,3.54,5.71,158.0,274.0
156.0,27.0,69.0,0.0,3.0,47.0,2.0,0.0,0.0,0.0,0.0,22.0,22.0,6.24,7.09,16.0,22.0
236.0,42.0,111.0,0.0,2.0,73.0,4.0,0.0,0.0,0.0,0.0,44.0,44.0,4.54,5.36,9.0,44.0
2612.0,342.0,1388.0,19.0,5.0,968.0,227.0,117.0,75.0,6.0,0.0,510.0,509.0,2.68,5.12,342.0,530.0
360.0,50.0,179.0,0.0,6.0,126.0,66.0,5.0,8.0,4.0,0.0,65.0,65.0,3.82,5.54,33.0,65.0
1623.0,169.0,926.0,18.0,5.0,621.0,201.0,73.0,25.0,4.0,0.0,348.0,346.0,2.75,4.66,230.0,350.0
322.0,38.0,160.0,2.0,4.0,106.0,52.0,0.0,1.0,0.0,0.0,58.0,58.0,3.79,5.55,32.0,58.0
50.0,7.0,23.0,0.0,2.0,16.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,3.85,5.56,4.0,9.0
272.0,47.0,116.0,0.0,3.0,77.0,4.0,1.0,1.0,0.0,0.0,37.0,37.0,6.8,7.35,11.0,37.0
162.0,20.0,75.0,0.0,3.0,48.0,39.0,0.0,0.0,0.0,0.0,27.0,27.0,4.91,6.0,8.0,27.0
649.0,73.0,366.0,14.0,6.0,238.0,84.0,53.0,23.0,5.0,2.0,136.0,136.0,2.15,4.77,100.0,136.0
12.0,2.0,4.0,1.0,5.0,2.0,1.0,1.0,1.0,0.0,0.0,3.0,2.0,2.33,3.5,0.0,2.0
113.0,6.0,65.0,2.0,5.0,50.0,14.0,5.0,4.0,0.0,0.0,25.0,25.0,2.35,4.52,15.0,25.0
16.0,3.0,8.0,1.0,3.0,6.0,1.0,1.0,0.0,0.0,0.0,3.0,3.0,5.33,5.33,1.0,3.0
35.0,6.0,18.0,27.0,3.0,11.0,12.0,0.0,0.0,1.0,0.0,8.0,8.0,2.92,4.38,3.0,8.0
51.0,6.0,29.0,0.0,2.0,19.0,7.0,4.0,0.0,0.0,0.0,12.0,12.0,3.92,4.25,0.0,12.0
505.0,78.0,240.0,5.0,4.0,160.0,60.0,3.0,2.0,0.0,0.0,89.0,89.0,2.76,5.67,49.0,89.0
280.0,50.0,126.0,0.0,3.0,81.0,50.0,5.0,0.0,0.0,0.0,49.0,49.0,3.75,5.71,21.0,49.0
194.0,26.0,96.0,0.0,4.0,64.0,44.0,6.0,0.0,0.0,0.0,32.0,32.0,3.37,6.06,5.0,33.0
32.0,3.0,21.0,0.0,3.0,14.0,1.0,0.0,1.0,0.0,0.0,9.0,9.0,2.91,3.56,1.0,9.0
255.0,35.0,120.0,0.0,2.0,74.0,9.0,2.0,0.0,0.0,0.0,44.0,44.0,5.2,5.8,29.0,44.0
141.0,25.0,54.0,0.0,3.0,46.0,0.0,0.0,0.0,0.0,0.0,24.0,24.0,4.86,5.88,2.0,24.0
149.0,25.0,76.0,0.0,6.0,49.0,25.0,2.0,2.0,2.0,1.0,26.0,26.0,2.92,5.73,18.0,26.0
43.0,6.0,19.0,1.0,2.0,18.0,10.0,0.0,0.0,0.0,0.0,9.0,8.0,4.0,4.75,2.0,8.0
31.0,6.0,11.0,0.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,5.17,7.75,0.0,4.0
136.0,16.0,74.0,0.0,4.0,51.0,15.0,3.0,0.0,0.0,0.0,26.0,26.0,3.24,5.23,10.0,26.0
27.0,7.0,12.0,0.0,3.0,11.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,3.0,4.5,0.0,6.0
98.0,11.0,52.0,0.0,4.0,35.0,14.0,0.0,0.0,0.0,0.0,15.0,15.0,4.45,6.53,7.0,15.0
77.0,9.0,37.0,0.0,4.0,26.0,21.0,2.0,0.0,0.0,0.0,24.0,23.0,2.67,3.13,0.0,23.0
75.0,7.0,53.0,0.0,6.0,35.0,12.0,3.0,1.0,0.0,0.0,12.0,12.0,2.59,6.25,11.0,12.0
39.0,5.0,19.0,0.0,1.0,12.0,5.0,0.0,0.0,0.0,0.0,8.0,8.0,4.88,4.88,1.0,8.0
48.0,9.0,25.0,0.0,3.0,15.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6.86,8.0,1.0,6.0
75.0,8.0,42.0,1.0,2.0,25.0,3.0,0.0,0.0,0.0,0.0,11.0,11.0,5.77,6.82,2.0,11.0
2973.0,249.0,1867.0,415.0,8.0,1272.0,275.0,260.0,251.0,84.0,22.0,677.0,675.0,1.51,4.29,553.0,686.0
534.0,59.0,287.0,14.0,4.0,190.0,74.0,6.0,3.0,2.0,0.0,99.0,99.0,2.47,5.39,51.0,100.0
159.0,22.0,101.0,8.0,4.0,63.0,31.0,0.0,2.0,0.0,0.0,33.0,33.0,2.79,4.82,27.0,33.0
118.0,6.0,68.0,6.0,4.0,45.0,8.0,1.0,0.0,1.0,0.0,23.0,23.0,2.25,5.13,10.0,28.0
575.0,63.0,358.0,30.0,5.0,262.0,103.0,21.0,17.0,4.0,1.0,138.0,138.0,1.84,4.17,109.0,140.0
316.0,23.0,194.0,3.0,4.0,131.0,61.0,2.0,1.0,0.0,0.0,76.0,76.0,2.21,4.16,51.0,77.0
368.0,20.0,238.0,11.0,5.0,153.0,44.0,19.0,5.0,1.0,0.0,77.0,77.0,2.22,4.78,64.0,81.0
640.0,62.0,360.0,16.0,3.0,257.0,8.0,2.0,1.0,0.0,0.0,135.0,135.0,3.35,4.74,81.0,144.0
48.0,3.0,29.0,8.0,8.0,18.0,4.0,1.0,1.0,0.0,0.0,10.0,9.0,1.54,4.78,7.0,9.0
67.0,5.0,48.0,1.0,3.0,32.0,17.0,2.0,0.0,0.0,0.0,12.0,12.0,2.79,5.58,8.0,12.0
176.0,15.0,125.0,8.0,6.0,91.0,27.0,5.0,12.0,1.0,0.0,38.0,38.0,1.87,4.63,35.0,38.0
973.0,83.0,586.0,31.0,5.0,408.0,81.0,9.0,10.0,2.0,0.0,206.0,206.0,2.52,4.72,111.0,228.0
213.0,23.0,121.0,8.0,4.0,79.0,4.0,0.0,0.0,0.0,0.0,38.0,37.0,3.42,5.62,18.0,44.0
223.0,24.0,117.0,71.0,3.0,100.0,43.0,6.0,2.0,0.0,0.0,54.0,54.0,3.17,4.13,26.0,54.0
155.0,19.0,96.0,44.0,6.0,67.0,12.0,7.0,5.0,2.0,3.0,35.0,35.0,1.92,4.43,29.0,35.0
145.0,7.0,84.0,9.0,4.0,46.0,34.0,0.0,0.0,0.0,0.0,30.0,29.0,1.94,4.83,20.0,31.0
1028.0,86.0,645.0,65.0,5.0,490.0,144.0,68.0,25.0,6.0,1.0,227.0,227.0,2.0,4.53,164.0,230.0
28.0,2.0,18.0,0.0,5.0,14.0,7.0,0.0,0.0,0.0,0.0,5.0,5.0,2.15,5.6,2.0,5.0
13.0,2.0,9.0,1.0,7.0,6.0,1.0,0.0,0.0,4.0,0.0,3.0,3.0,1.3,4.33,3.0,3.0
17.0,1.0,12.0,0.0,6.0,10.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.13,5.67,1.0,3.0
194.0,22.0,105.0,1.0,5.0,78.0,33.0,3.0,2.0,0.0,0.0,27.0,27.0,2.88,7.19,16.0,41.0
172.0,8.0,97.0,5.0,4.0,72.0,36.0,1.0,1.0,0.0,0.0,33.0,33.0,3.04,5.21,25.0,33.0
23.0,2.0,16.0,0.0,4.0,9.0,7.0,2.0,0.0,0.0,0.0,5.0,5.0,2.56,4.6,2.0,5.0
398.0,51.0,231.0,16.0,4.0,167.0,26.0,0.0,3.0,0.0,1.0,81.0,81.0,2.13,4.91,49.0,93.0
12.0,2.0,7.0,0.0,4.0,6.0,5.0,0.0,0.0,0.0,0.0,3.0,3.0,4.0,4.0,0.0,3.0
638.0,78.0,321.0,133.0,4.0,236.0,98.0,21.0,6.0,2.0,0.0,135.0,134.0,2.02,4.72,83.0,137.0
15.0,1.0,12.0,1.0,7.0,8.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,1.88,5.0,3.0,3.0
11.0,2.0,5.0,1.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,3.0,3.0,1.57,3.67,2.0,3.0
19.0,1.0,15.0,1.0,6.0,14.0,3.0,1.0,0.0,0.0,0.0,6.0,6.0,1.9,3.17,1.0,6.0
14.0,1.0,3.0,1.0,5.0,3.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,2.8,4.67,1.0,3.0
32.0,5.0,21.0,0.0,3.0,17.0,1.0,0.0,1.0,0.0,0.0,5.0,5.0,2.0,6.4,4.0,8.0
19.0,5.0,11.0,7.0,6.0,10.0,1.0,2.0,0.0,0.0,0.0,3.0,3.0,2.38,6.33,3.0,3.0
114.0,19.0,59.0,16.0,4.0,47.0,16.0,0.0,0.0,0.0,0.0,25.0,25.0,3.93,4.56,6.0,26.0
9.0,0.0,5.0,5.0,9.0,4.0,0.0,1.0,0.0,1.0,0.0,3.0,3.0,1.29,3.0,2.0,3.0
23.0,5.0,10.0,0.0,2.0,10.0,3.0,0.0,0.0,0.0,0.0,5.0,5.0,2.09,4.6,1.0,5.0
14.0,0.0,9.0,0.0,1.0,9.0,7.0,0.0,0.0,0.0,0.0,5.0,5.0,1.75,2.8,3.0,5.0
20.0,1.0,13.0,0.0,4.0,10.0,2.0,1.0,2.0,0.0,0.0,4.0,4.0,2.22,5.0,4.0,5.0
77.0,10.0,39.0,40.0,5.0,28.0,7.0,1.0,0.0,0.0,0.0,19.0,18.0,2.0,4.0,5.0,18.0
32745.0,3377.0,18710.0,992.0,7.0,12884.0,3563.0,2853.0,1766.0,673.0,123.0,7126.0,7083.0,1.77,4.58,6141.0,7326.0
593.0,85.0,304.0,7.0,5.0,248.0,77.0,31.0,9.0,2.0,0.0,111.0,111.0,1.78,5.34,78.0,116.0
500.0,66.0,235.0,0.0,3.0,166.0,63.0,10.0,1.0,0.0,0.0,89.0,89.0,2.89,5.62,26.0,93.0
937.0,87.0,545.0,6.0,5.0,379.0,69.0,38.0,13.0,1.0,0.0,210.0,210.0,1.45,4.46,161.0,213.0
32.0,4.0,18.0,0.0,6.0,15.0,3.0,5.0,3.0,0.0,1.0,7.0,7.0,1.18,4.57,5.0,7.0
358.0,37.0,162.0,0.0,3.0,133.0,19.0,6.0,2.0,2.0,0.0,72.0,71.0,2.63,4.97,36.0,71.0
172.0,35.0,69.0,2.0,3.0,63.0,12.0,7.0,1.0,0.0,0.0,31.0,31.0,3.02,5.55,4.0,31.0
1183.0,122.0,657.0,5.0,4.0,488.0,166.0,33.0,9.0,3.0,0.0,264.0,263.0,2.45,4.48,187.0,268.0
187.0,21.0,94.0,0.0,4.0,85.0,43.0,2.0,0.0,0.0,1.0,39.0,39.0,2.23,4.79,14.0,41.0
77.0,9.0,37.0,1.0,4.0,36.0,8.0,1.0,0.0,0.0,0.0,20.0,19.0,2.29,3.79,8.0,19.0
1435.0,168.0,746.0,2.0,4.0,532.0,217.0,44.0,13.0,3.0,1.0,272.0,271.0,2.55,5.28,162.0,291.0
236.0,48.0,99.0,16.0,4.0,75.0,19.0,0.0,2.0,1.0,0.0,41.0,41.0,2.81,5.76,7.0,41.0
2432.0,238.0,1419.0,31.0,5.0,1015.0,242.0,172.0,76.0,18.0,2.0,569.0,568.0,1.51,4.27,469.0,577.0
26.0,3.0,16.0,0.0,2.0,13.0,4.0,3.0,0.0,0.0,0.0,5.0,5.0,3.71,5.2,2.0,5.0
15.0,2.0,7.0,0.0,5.0,6.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,3.75,5.0,1.0,3.0
1147.0,132.0,655.0,1.0,5.0,427.0,197.0,16.0,3.0,1.0,0.0,219.0,219.0,2.53,5.24,138.0,228.0
42.0,5.0,22.0,1.0,4.0,16.0,1.0,1.0,0.0,0.0,0.0,8.0,8.0,2.63,5.25,2.0,9.0
1431.0,181.0,769.0,60.0,5.0,598.0,249.0,53.0,27.0,7.0,1.0,326.0,326.0,1.57,4.39,229.0,334.0
1370.0,148.0,721.0,5.0,4.0,508.0,172.0,19.0,7.0,1.0,1.0,270.0,270.0,1.76,5.07,204.0,276.0
40.0,4.0,18.0,0.0,3.0,15.0,11.0,0.0,0.0,0.0,0.0,6.0,6.0,2.86,6.67,5.0,6.0
170.0,26.0,66.0,0.0,4.0,47.0,4.0,0.0,2.0,0.0,0.0,29.0,29.0,2.93,5.86,1.0,30.0
86.0,10.0,39.0,0.0,3.0,29.0,11.0,1.0,0.0,0.0,0.0,16.0,15.0,4.05,5.4,3.0,15.0
378.0,32.0,234.0,1.0,5.0,158.0,50.0,9.0,9.0,6.0,0.0,68.0,68.0,1.96,5.56,55.0,74.0
523.0,69.0,277.0,0.0,4.0,223.0,62.0,13.0,5.0,0.0,0.0,106.0,106.0,2.25,4.93,70.0,109.0
23.0,1.0,10.0,0.0,5.0,8.0,4.0,2.0,0.0,0.0,0.0,5.0,5.0,1.53,4.6,4.0,5.0
31.0,3.0,19.0,0.0,4.0,10.0,10.0,0.0,0.0,0.0,0.0,8.0,7.0,1.3,3.71,6.0,8.0
13.0,1.0,9.0,0.0,2.0,6.0,6.0,1.0,0.0,0.0,0.0,4.0,4.0,1.3,3.25,2.0,4.0
50.0,9.0,26.0,0.0,1.0,17.0,0.0,1.0,0.0,0.0,0.0,11.0,10.0,2.81,4.5,0.0,10.0
17.0,2.0,6.0,0.0,1.0,6.0,0.0,3.0,0.0,0.0,0.0,3.0,3.0,2.43,5.67,0.0,3.0
92.0,12.0,50.0,0.0,4.0,43.0,16.0,9.0,0.0,0.0,0.0,17.0,17.0,2.3,5.41,13.0,20.0
176.0,26.0,90.0,0.0,3.0,75.0,26.0,2.0,1.0,0.0,0.0,30.0,29.0,2.41,5.9,17.0,32.0
21.0,3.0,12.0,0.0,2.0,5.0,4.0,0.0,0.0,0.0,0.0,3.0,3.0,5.25,7.0,2.0,3.0
45.0,5.0,34.0,6.0,5.0,20.0,7.0,6.0,0.0,0.0,0.0,10.0,10.0,1.73,4.5,5.0,10.0
13.0,2.0,7.0,0.0,2.0,8.0,3.0,0.0,1.0,0.0,0.0,5.0,5.0,1.18,2.6,3.0,5.0
467.0,48.0,281.0,1.0,5.0,180.0,74.0,6.0,1.0,0.0,0.0,98.0,98.0,1.78,4.77,82.0,105.0
